32 8 32
0,28875 0,28375 0,6259375
0 5 27 True
26 7 17 True
24 3 11 False
24 3 19 False
14 1 3 False
14 1 11 False
14 1 19 False
11 6 1 False
17 6 1 False
25 6 1 False
25 6 17 False
7 4 1 False
15 4 1 False
24 4 11 False
24 4 19 False
6 6 1 False
12 6 1 False
22 4 1 False
21 7 8 False
29 7 24 False
3 1 4 False
3 1 12 False
3 1 20 False
3 1 28 False
0 3 4 False
10 1 4 False
10 1 12 False
10 1 20 False
8 1 28 False
16 1 4 False
16 1 12 False
16 1 20 False
3 0 21 True
3 0 13 True
3 0 5 True
3 0 29 True
30 6 25 True
30 5 25 True
25 7 9 True
25 7 17 True
25 7 1 True
25 6 19 True
0 2 29 True
0 2 21 True
0 2 13 True
0 2 5 True
0 1 5 True
0 7 11 True
0 1 13 True
0 1 29 True
0 1 30 True
0 1 21 True
0 1 22 True
0 1 14 True
0 1 6 True
29 6 25 True
26 6 19 True
1 2 30 True
1 2 22 True
1 5 11 True
1 2 14 True
1 2 6 True
16 0 21 True
16 0 13 True
16 0 5 True
10 0 21 True
10 0 13 True
10 0 5 True
9 0 6 True
8 0 29 True
19 1 11 False
19 1 19 False
19 1 27 False
27 1 3 False
27 1 11 False
27 1 19 False
27 1 27 False
7 1 3 False
7 1 11 False
7 1 19 False
7 1 27 False
13 1 3 False
13 1 11 False
13 1 19 False
13 1 27 False
21 1 3 False
21 1 11 False
21 1 19 False
21 1 27 False
29 1 3 False
29 1 11 False
29 1 19 False
29 1 27 False
3 7 1 False
26 3 11 False
14 1 27 False
22 1 3 False
22 1 11 False
22 1 19 False
22 1 27 False
30 1 3 False
30 1 11 False
30 1 19 False
30 1 27 False
8 7 1 False
19 6 1 False
27 6 1 False
27 6 9 False
27 6 17 False
5 6 1 False
26 4 11 False
27 7 25 True
26 5 19 True
26 1 4 True
19 7 9 True
19 1 20 True
1 5 19 True
1 5 27 True
25 1 4 True
0 7 27 True
0 7 19 True
25 3 11 False
15 1 3 False
15 1 11 False
15 1 19 False
10 7 1 False
16 7 1 False
24 7 1 False
24 7 9 False
24 7 17 False
6 5 1 False
14 5 1 False
25 4 11 False
7 6 1 False
13 6 1 False
23 4 1 False
24 6 3 False
24 6 11 False
24 6 19 False
14 6 1 False
20 6 1 False
27 7 2 False
27 7 10 False
27 7 18 False
1 3 4 False
11 1 4 False
11 1 12 False
11 1 20 False
9 1 28 False
17 1 4 False
17 1 12 False
17 1 20 False
27 3 11 False
27 3 19 False
15 1 27 False
23 1 3 False
23 1 11 False
23 1 19 False
23 1 27 False
31 1 3 False
31 1 11 False
31 1 19 False
31 1 27 False
9 7 1 False
18 7 1 False
4 7 1 False
27 4 11 False
27 4 19 False
10 1 28 False
18 1 4 False
18 1 12 False
16 1 28 False
24 1 4 False
31 5 25 True
31 6 25 True
28 7 25 True
20 7 9 True
1 1 5 True
1 1 29 True
1 1 13 True
1 1 6 True
1 7 11 True
1 1 14 True
1 1 22 True
1 1 30 True
1 1 21 True
1 2 5 True
1 2 29 True
1 2 21 True
1 2 13 True
17 0 21 True
17 0 13 True
17 0 5 True
11 0 21 True
11 0 13 True
11 0 5 True
9 0 29 True
25 5 19 True
0 3 30 True
0 3 6 True
0 3 14 True
0 3 22 True
30 7 25 True
29 7 25 True
26 7 19 True
26 7 11 True
26 7 3 True
1 3 6 True
1 7 27 True
1 3 14 True
1 3 30 True
1 3 22 True
1 7 19 True
24 0 5 True
18 0 5 True
18 0 13 True
18 0 21 True
16 0 29 True
10 0 6 True
10 0 29 True
8 0 14 True
8 0 22 True
25 7 19 True
25 7 11 True
25 7 3 True
18 2 20 True
0 3 21 True
0 0 23 True
0 3 29 True
0 3 13 True
0 0 31 True
0 0 7 True
0 0 15 True
0 3 5 True
11 7 1 False
17 7 1 False
7 5 1 False
15 5 1 False
24 5 11 False
24 5 19 False
6 7 1 False
12 7 1 False
22 5 1 False
8 1 5 False
8 1 13 False
8 1 21 False
25 6 3 False
25 6 11 False
15 6 1 False
21 6 1 False
21 6 9 False
26 6 3 False
26 6 11 False
22 6 1 False
19 7 1 False
27 7 1 False
27 7 9 False
27 7 17 False
5 7 1 False
26 5 11 False
11 1 28 False
19 1 4 False
19 1 12 False
17 1 28 False
2 1 6 False
2 1 14 False
2 1 22 False
2 1 30 False
18 1 28 False
31 7 25 True
26 0 5 True
19 2 20 True
19 0 21 True
2 0 31 True
1 0 7 True
1 3 21 True
1 3 13 True
1 3 5 True
1 0 31 True
1 0 15 True
1 0 23 True
0 2 31 True
0 2 7 True
0 2 23 True
0 2 15 True
1 3 29 True
25 0 5 True
19 0 5 True
19 0 13 True
18 0 29 True
17 0 29 True
16 0 22 True
16 0 14 True
16 0 6 True
11 0 29 True
11 0 6 True
10 0 14 True
10 0 22 True
9 0 22 True
9 0 14 True
8 0 7 True
8 0 30 True
2 0 23 True
2 0 15 True
2 0 7 True
24 0 6 True
18 0 6 True
18 0 14 True
18 0 22 True
16 0 30 True
10 0 30 True
25 5 11 False
7 7 1 False
13 7 1 False
23 5 1 False
9 1 5 False
9 1 13 False
9 1 21 False
24 7 3 False
24 7 11 False
24 7 19 False
14 7 1 False
20 7 1 False
2 1 5 False
2 1 13 False
2 1 21 False
2 1 29 False
27 6 3 False
27 6 11 False
27 6 19 False
23 6 1 False
8 1 6 False
26 0 6 True
3 0 31 True
1 2 23 True
1 2 7 True
1 2 15 True
1 2 31 True
27 0 5 True
19 0 29 True
18 0 30 True
17 0 22 True
17 0 14 True
17 0 6 True
11 0 22 True
11 0 14 True
9 0 7 True
9 0 30 True
3 0 7 True
3 0 23 True
3 0 15 True
18 3 20 True
18 1 21 True
0 1 23 True
0 1 15 True
0 1 7 True
0 1 31 True
27 5 11 False
27 5 19 False
15 7 1 False
21 7 1 False
21 7 9 False
3 1 5 False
3 1 13 False
3 1 21 False
3 1 29 False
22 7 1 False
10 1 5 False
10 1 13 False
10 1 21 False
8 1 29 False
16 1 5 False
16 1 13 False
16 1 21 False
3 1 6 False
3 1 14 False
3 1 22 False
3 1 30 False
19 1 28 False
27 1 4 False
9 1 6 False
2 2 30 False
24 2 4 False
25 0 6 True
19 0 22 True
19 0 14 True
19 0 6 True
17 0 30 True
11 0 30 True
0 3 31 True
0 3 23 True
0 3 15 True
0 3 7 True
1 1 31 True
25 1 5 True
19 0 30 True
26 1 5 True
19 1 21 True
19 3 20 True
2 1 31 True
1 1 7 True
1 1 15 True
1 1 23 True
27 0 6 True
27 7 3 False
27 7 11 False
27 7 19 False
23 7 1 False
11 1 5 False
11 1 13 False
11 1 21 False
9 1 29 False
17 1 5 False
17 1 13 False
17 1 21 False
3 2 30 False
25 2 4 False
26 2 4 False
26 1 6 True
3 1 31 True
2 2 31 True
1 3 7 True
1 3 31 True
1 3 15 True
1 3 23 True
10 0 7 True
8 0 23 True
8 0 15 True
18 2 21 True
10 1 29 False
18 1 5 False
18 1 13 False
16 1 29 False
24 1 5 False
2 3 30 False
10 1 6 False
8 1 14 False
8 1 22 False
24 3 4 False
27 2 4 False
8 2 30 False
10 2 30 False
16 2 30 False
11 1 29 False
19 1 5 False
19 1 13 False
17 1 29 False
2 1 7 False
2 1 15 False
2 1 23 False
18 1 29 False
8 1 7 False
3 3 30 False
11 1 6 False
9 1 14 False
9 1 22 False
25 3 4 False
10 1 14 False
10 1 22 False
8 1 30 False
16 1 6 False
16 1 14 False
16 1 22 False
26 3 4 False
9 2 30 False
18 2 30 False
25 1 6 True
10 1 30 False
18 1 6 False
18 1 14 False
18 1 22 False
16 1 30 False
24 1 6 False
11 2 30 False
17 2 30 False
20 0 4 True
20 0 20 True
20 0 12 True
26 2 5 True
19 2 21 True
8 0 31 True
3 2 31 True
28 0 4 True
24 0 12 True
24 0 28 True
24 0 20 True
20 0 28 True
25 2 5 True
4 0 4 True
4 0 12 True
4 0 20 True
4 0 28 True
9 0 15 True
9 0 23 True
10 0 23 True
10 0 15 True
11 0 7 True
12 0 12 True
12 0 4 True
12 0 20 True
12 0 28 True
16 0 7 True
16 0 23 True
16 0 15 True
3 1 7 False
3 1 15 False
3 1 23 False
19 1 29 False
27 1 5 False
9 1 7 False
24 2 5 False
11 1 14 False
11 1 22 False
9 1 30 False
17 1 6 False
17 1 14 False
17 1 22 False
27 3 4 False
8 3 30 False
18 1 30 False
19 2 30 False
26 0 12 True
26 0 20 True
16 0 31 True
10 0 31 True
30 0 4 True
26 0 28 True
24 0 7 True
22 0 12 True
22 0 20 True
22 0 28 True
22 0 4 True
18 0 7 True
18 0 15 True
18 0 23 True
14 0 12 True
14 0 20 True
14 0 28 True
14 0 4 True
6 0 20 True
6 0 12 True
6 0 4 True
6 0 28 True
28 0 28 True
26 0 7 True
0 4 20 True
20 2 20 True
18 0 31 True
9 0 31 True
8 2 31 True
2 3 31 True
29 0 4 True
28 0 12 True
28 0 20 True
25 0 20 True
25 0 28 True
25 0 12 True
21 0 4 True
21 0 12 True
21 0 20 True
21 0 28 True
17 0 23 True
17 0 7 True
17 0 15 True
13 0 28 True
13 0 20 True
13 0 12 True
13 0 4 True
11 0 15 True
11 0 23 True
5 0 4 True
5 0 12 True
5 0 20 True
5 0 28 True
18 3 21 True
0 4 12 True
0 4 28 True
11 1 30 False
19 1 6 False
19 1 14 False
19 1 22 False
17 1 30 False
10 3 30 False
16 3 30 False
30 0 28 True
27 0 28 True
17 0 31 True
16 2 31 True
11 0 31 True
10 2 31 True
31 0 4 True
30 0 20 True
30 0 12 True
27 0 12 True
27 0 20 True
25 0 7 True
23 0 28 True
23 0 4 True
23 0 20 True
23 0 12 True
19 0 23 True
19 0 15 True
19 0 7 True
15 0 20 True
15 0 28 True
15 0 4 True
15 0 12 True
7 0 4 True
7 0 20 True
7 0 28 True
7 0 12 True
26 2 28 True
18 4 20 True
9 3 30 False
19 1 30 False
27 1 6 False
18 3 30 False
29 0 28 True
28 2 28 True
26 3 5 True
20 1 20 True
19 3 21 True
19 0 31 True
18 2 31 True
9 2 31 True
8 1 31 True
3 3 31 True
1 4 28 True
1 4 20 True
1 4 12 True
29 0 20 True
29 0 12 True
28 0 6 True
27 0 7 True
24 0 14 True
24 0 22 True
24 0 30 True
20 0 22 True
20 0 30 True
20 0 14 True
20 0 6 True
12 0 22 True
12 0 30 True
12 0 6 True
12 0 14 True
4 0 22 True
4 0 6 True
4 0 14 True
4 0 30 True
25 3 5 True
0 6 12 True
0 6 20 True
0 6 28 True
11 3 30 False
17 3 30 False
26 0 22 True
26 0 30 True
26 0 14 True
22 0 22 True
22 0 14 True
22 0 6 True
22 0 30 True
14 0 30 True
14 0 22 True
14 0 6 True
14 0 14 True
6 0 22 True
6 0 6 True
6 0 30 True
6 0 14 True
26 1 28 True
18 6 20 True
31 0 28 True
30 2 28 True
27 2 28 True
26 1 12 True
26 1 20 True
19 4 20 True
17 2 31 True
16 1 31 True
11 2 31 True
10 1 31 True
31 0 12 True
31 0 20 True
30 0 6 True
10 1 7 False
8 1 15 False
8 1 23 False
24 3 5 False
27 2 5 False
19 3 30 False
0 4 4 False
24 4 4 False
25 1 12 True
0 5 12 True
0 5 20 True
0 5 28 True
29 2 28 True
28 1 28 True
26 1 7 True
20 3 20 True
19 2 31 True
18 1 31 True
9 1 31 True
8 3 31 True
1 6 20 True
1 6 12 True
1 6 28 True
29 0 6 True
25 0 14 True
25 0 30 True
25 0 22 True
21 0 6 True
21 0 30 True
21 0 14 True
21 0 22 True
13 0 30 True
13 0 6 True
13 0 14 True
13 0 22 True
5 0 22 True
5 0 6 True
5 0 30 True
5 0 14 True
25 1 20 True
26 4 4 False
31 2 28 True
30 1 28 True
27 1 28 True
27 0 22 True
19 6 20 True
17 1 31 True
16 3 31 True
11 1 31 True
10 3 31 True
31 0 6 True
27 0 30 True
18 5 20 True
25 1 7 True
26 3 28 True
7 0 30 True
7 0 6 True
7 0 22 True
7 0 14 True
15 0 30 True
15 0 14 True
15 0 6 True
15 0 22 True
23 0 6 True
23 0 14 True
23 0 30 True
23 0 22 True
27 0 14 True
11 1 7 False
9 1 15 False
9 1 23 False
10 1 15 False
10 1 23 False
16 1 7 False
16 1 15 False
16 1 23 False
4 1 4 False
4 1 12 False
4 1 20 False
4 1 28 False
12 1 4 False
12 1 12 False
12 1 20 False
12 1 28 False
20 1 4 False
20 1 12 False
20 1 28 False
28 1 4 False
24 1 12 False
24 1 20 False
24 1 28 False
21 2 20 False
1 4 4 False
25 4 4 False
0 6 4 False
24 6 4 False
0 4 22 True
0 4 6 True
0 7 28 True
0 7 20 True
0 4 14 True
0 7 12 True
29 1 28 True
28 3 28 True
26 2 22 True
26 2 14 True
20 0 21 True
19 1 31 True
18 3 31 True
9 3 31 True
1 5 28 True
1 5 20 True
1 5 12 True
28 0 5 True
24 0 13 True
24 0 21 True
24 0 29 True
20 0 5 True
20 0 13 True
20 0 29 True
12 0 5 True
12 0 13 True
12 0 29 True
12 0 21 True
4 0 5 True
4 0 13 True
4 0 21 True
4 0 29 True
18 1 7 False
18 1 15 False
18 1 23 False
24 1 7 False
6 1 4 False
6 1 12 False
6 1 20 False
6 1 28 False
14 1 4 False
14 1 12 False
14 1 20 False
14 1 28 False
22 1 4 False
22 1 12 False
22 1 20 False
22 1 28 False
30 1 4 False
27 4 4 False
26 6 4 False
17 3 31 True
11 3 31 True
30 0 5 True
26 0 21 True
26 0 29 True
26 0 13 True
22 0 5 True
22 0 13 True
22 0 21 True
22 0 29 True
14 0 13 True
14 0 21 True
14 0 29 True
14 0 5 True
6 0 5 True
6 0 21 True
6 0 29 True
6 0 13 True
25 2 22 True
25 2 14 True
18 7 20 True
31 1 28 True
30 3 28 True
27 3 28 True
26 1 22 True
26 1 14 True
26 7 4 True
19 5 20 True
11 1 15 False
11 1 23 False
17 1 7 False
17 1 15 False
17 1 23 False
27 3 5 False
5 1 4 False
5 1 12 False
5 1 20 False
5 1 28 False
13 1 4 False
13 1 12 False
13 1 20 False
13 1 28 False
21 1 4 False
21 1 12 False
21 1 20 False
21 1 28 False
29 1 4 False
25 1 28 False
0 5 4 False
24 5 4 False
28 1 12 False
28 1 20 False
1 6 4 False
25 6 4 False
4 2 30 False
12 2 30 False
20 2 30 False
0 4 5 True
0 4 13 True
0 4 29 True
0 4 21 True
25 0 21 True
25 0 13 True
25 7 4 True
25 1 22 True
25 1 14 True
5 0 13 True
5 0 29 True
5 0 5 True
5 0 21 True
13 0 5 True
13 0 13 True
13 0 21 True
13 0 29 True
21 0 13 True
29 3 28 True
27 2 22 True
20 2 21 True
19 3 31 True
1 7 12 True
1 7 20 True
1 4 22 True
1 7 28 True
1 4 14 True
1 4 6 True
29 0 5 True
28 0 13 True
28 0 29 True
28 0 21 True
25 0 29 True
21 0 5 True
21 0 21 True
21 0 29 True
19 1 7 False
19 1 15 False
19 1 23 False
7 1 4 False
7 1 12 False
7 1 20 False
7 1 28 False
15 1 4 False
15 1 12 False
15 1 20 False
15 1 28 False
23 1 4 False
23 1 12 False
23 1 20 False
23 1 28 False
31 1 4 False
27 1 12 False
27 1 20 False
26 5 4 False
30 1 12 False
30 1 20 False
27 6 4 False
6 2 30 False
14 2 30 False
22 2 30 False
24 2 14 False
24 2 22 False
31 3 28 True
27 1 22 True
26 4 5 True
19 7 20 True
31 0 5 True
30 0 21 True
30 0 13 True
30 0 29 True
27 0 29 True
27 0 21 True
27 0 13 True
23 0 29 True
23 0 5 True
23 0 21 True
23 0 13 True
15 0 5 True
15 0 29 True
15 0 21 True
15 0 13 True
7 0 29 True
7 0 13 True
7 0 21 True
7 0 5 True
18 4 21 True
27 1 7 False
21 3 20 False
1 5 4 False
25 5 4 False
29 1 12 False
29 1 20 False
4 1 6 False
4 1 14 False
4 1 22 False
4 1 30 False
12 1 6 False
12 1 14 False
12 1 22 False
12 1 30 False
20 1 6 False
20 1 14 False
20 1 22 False
20 1 30 False
28 1 6 False
24 1 14 False
24 1 22 False
24 1 30 False
0 7 4 False
24 7 4 False
5 2 30 False
13 2 30 False
21 2 30 False
24 2 30 False
0 5 14 True
0 6 5 True
0 6 6 True
0 6 14 True
0 5 6 True
0 6 22 True
0 6 13 True
0 4 30 True
0 6 21 True
0 5 22 True
0 6 29 True
25 4 5 True
26 3 22 True
26 3 14 True
24 0 31 True
20 1 21 True
20 0 31 True
12 0 31 True
4 0 31 True
1 4 13 True
1 4 29 True
1 4 5 True
1 4 21 True
29 0 13 True
29 0 21 True
29 0 29 True
28 0 7 True
24 0 15 True
24 0 23 True
20 0 7 True
20 0 23 True
20 0 15 True
12 0 7 True
12 0 15 True
12 0 23 True
4 0 7 True
4 0 23 True
4 0 15 True
27 5 4 False
31 1 12 False
31 1 20 False
6 1 6 False
6 1 14 False
6 1 22 False
6 1 30 False
14 1 6 False
14 1 14 False
14 1 22 False
14 1 30 False
22 1 6 False
22 1 14 False
22 1 22 False
22 1 30 False
30 1 6 False
26 1 30 False
7 2 30 False
15 2 30 False
23 2 30 False
26 2 30 False
26 0 15 True
26 0 23 True
26 0 31 True
22 0 31 True
22 0 23 True
22 0 15 True
22 0 7 True
14 0 7 True
14 0 15 True
14 0 23 True
14 0 31 True
6 0 23 True
6 0 15 True
6 0 31 True
6 0 7 True
25 3 22 True
25 3 14 True
18 6 21 True
26 1 13 True
26 6 5 True
26 1 21 True
31 0 29 True
19 4 21 True
31 0 13 True
31 0 21 True
30 0 7 True
24 4 5 False
5 1 6 False
5 1 14 False
5 1 22 False
5 1 30 False
13 1 6 False
13 1 14 False
13 1 22 False
13 1 30 False
21 1 6 False
21 1 14 False
21 1 22 False
21 1 30 False
29 1 6 False
25 1 30 False
1 7 4 False
4 3 30 False
12 3 30 False
20 3 30 False
27 2 14 False
25 2 30 False
28 0 22 True
27 3 22 True
25 0 31 True
20 3 21 True
21 0 31 True
20 2 31 True
13 0 31 True
12 2 31 True
5 0 31 True
4 2 31 True
1 6 13 True
1 5 6 True
1 5 14 True
1 5 22 True
1 6 29 True
1 6 6 True
1 6 21 True
1 6 14 True
1 6 22 True
1 4 30 True
1 6 5 True
29 0 7 True
28 0 30 True
28 0 14 True
25 0 23 True
25 0 15 True
21 0 7 True
21 0 15 True
21 0 23 True
13 0 23 True
13 0 15 True
13 0 7 True
5 0 7 True
5 0 15 True
5 0 23 True
25 1 13 True
25 6 5 True
25 1 21 True
0 5 13 True
0 5 5 True
0 5 29 True
0 5 21 True
26 2 29 False
7 1 6 False
7 1 14 False
7 1 22 False
7 1 30 False
15 1 6 False
15 1 14 False
15 1 22 False
15 1 30 False
23 1 6 False
23 1 14 False
23 1 22 False
23 1 30 False
31 1 6 False
27 1 14 False
27 1 30 False
27 7 4 False
6 3 30 False
14 3 30 False
22 3 30 False
24 3 14 False
24 3 22 False
27 2 30 False
30 0 22 True
26 5 5 True
31 2 29 True
27 0 31 True
23 0 31 True
22 2 31 True
19 6 21 True
15 0 31 True
14 2 31 True
7 0 31 True
6 2 31 True
31 0 7 True
30 0 14 True
30 0 30 True
27 0 23 True
27 0 15 True
23 0 15 True
23 0 23 True
23 0 7 True
15 0 23 True
15 0 15 True
15 0 7 True
7 0 23 True
7 0 15 True
7 0 7 True
18 5 21 True
0 6 30 True
4 1 5 False
4 1 13 False
4 1 21 False
4 1 29 False
12 1 5 False
12 1 13 False
12 1 21 False
12 1 29 False
20 1 5 False
20 1 13 False
20 1 29 False
28 1 5 False
24 1 13 False
24 1 21 False
24 1 29 False
21 2 21 False
24 6 5 False
28 2 29 False
5 3 30 False
13 3 30 False
21 3 30 False
24 3 30 False
8 4 30 False
29 0 22 True
28 2 22 True
24 1 31 True
24 2 31 True
21 2 31 True
20 1 31 True
13 2 31 True
12 1 31 True
5 2 31 True
4 1 31 True
1 5 5 True
1 5 13 True
1 5 21 True
1 5 29 True
29 0 14 True
29 0 30 True
25 5 5 True
0 4 15 True
0 5 30 True
0 7 5 True
0 7 14 True
0 7 13 True
0 7 21 True
0 7 29 True
0 4 7 True
0 4 23 True
0 7 6 True
0 7 22 True
6 1 5 False
6 1 13 False
6 1 21 False
6 1 29 False
14 1 5 False
14 1 13 False
14 1 21 False
14 1 29 False
22 1 5 False
22 1 13 False
22 1 21 False
22 1 29 False
30 1 5 False
26 1 29 False
27 2 29 False
27 4 5 False
30 2 29 False
7 3 30 False
15 3 30 False
23 3 30 False
26 3 30 False
31 0 22 True
26 1 15 True
26 7 5 True
31 1 29 True
31 0 30 True
26 2 31 True
26 1 31 True
23 2 31 True
22 1 31 True
19 5 21 True
15 2 31 True
14 1 31 True
7 2 31 True
6 1 31 True
1 6 30 True
31 0 14 True
18 7 21 True
5 1 5 False
5 1 13 False
5 1 21 False
5 1 29 False
13 1 5 False
13 1 13 False
13 1 21 False
13 1 29 False
21 1 5 False
21 1 13 False
21 1 21 False
21 1 29 False
29 1 5 False
25 1 29 False
24 5 5 False
28 1 13 False
28 1 21 False
28 1 29 False
29 2 29 False
27 3 14 False
25 3 30 False
9 4 30 False
2 4 30 False
10 4 30 False
16 4 30 False
30 2 22 True
29 2 22 True
28 1 22 True
25 1 31 True
25 2 31 True
21 1 31 True
20 3 31 True
13 1 31 True
12 3 31 True
5 1 31 True
4 3 31 True
1 7 13 True
1 5 30 True
1 7 21 True
1 7 22 True
1 4 23 True
1 7 14 True
1 7 29 True
1 4 15 True
1 4 7 True
1 7 6 True
1 7 5 True
25 7 5 True
25 1 15 True
7 1 5 False
7 1 13 False
7 1 21 False
7 1 29 False
15 1 5 False
15 1 13 False
15 1 21 False
15 1 29 False
23 1 5 False
23 1 13 False
23 1 21 False
23 1 29 False
31 1 5 False
27 1 13 False
27 1 21 False
27 1 29 False
26 3 29 False
30 1 13 False
30 1 21 False
30 1 29 False
27 6 5 False
24 2 15 False
24 2 23 False
27 3 30 False
8 6 30 False
18 4 30 False
30 1 22 True
31 3 29 True
27 1 31 True
27 2 31 True
23 1 31 True
22 3 31 True
19 7 21 True
15 1 31 True
14 3 31 True
7 1 31 True
6 3 31 True
0 7 30 True
21 3 21 False
29 1 13 False
29 1 21 False
29 1 29 False
4 1 7 False
4 1 15 False
4 1 23 False
12 1 7 False
12 1 15 False
12 1 23 False
20 1 7 False
20 1 15 False
20 1 23 False
28 1 7 False
24 1 15 False
24 1 23 False
24 7 5 False
28 3 29 False
26 2 15 False
26 2 23 False
8 5 30 False
3 4 30 False
11 4 30 False
17 4 30 False
2 6 30 False
10 6 30 False
16 6 30 False
24 6 6 False
28 2 30 False
31 2 22 True
29 1 22 True
28 3 22 True
24 3 31 True
21 3 31 True
13 3 31 True
8 4 31 True
5 3 31 True
0 6 15 True
0 5 23 True
0 6 7 True
0 4 31 True
0 6 23 True
0 5 7 True
0 5 15 True
31 1 22 True
26 7 6 True
31 1 30 True
31 2 30 True
26 3 31 True
23 3 31 True
15 3 31 True
7 3 31 True
1 7 30 True
27 3 29 False
27 5 5 False
31 1 13 False
31 1 21 False
6 1 7 False
6 1 15 False
6 1 23 False
14 1 7 False
14 1 15 False
14 1 23 False
22 1 7 False
22 1 15 False
22 1 23 False
30 1 7 False
26 1 23 False
30 3 29 False
25 2 15 False
25 2 23 False
9 6 30 False
19 4 30 False
18 6 30 False
26 6 6 False
30 3 22 True
29 3 22 True
28 0 31 True
25 3 31 True
16 4 31 True
10 4 31 True
9 4 31 True
2 4 31 True
1 6 7 True
1 5 23 True
1 6 15 True
1 4 31 True
1 6 23 True
1 5 15 True
1 5 7 True
28 0 23 True
28 0 15 True
25 7 6 True
5 1 7 False
5 1 15 False
5 1 23 False
13 1 7 False
13 1 15 False
13 1 23 False
21 1 7 False
21 1 15 False
21 1 23 False
29 1 7 False
25 1 23 False
29 3 29 False
27 2 15 False
27 2 23 False
9 5 30 False
2 5 30 False
10 5 30 False
16 5 30 False
28 1 14 False
28 1 30 False
3 6 30 False
11 6 30 False
17 6 30 False
25 6 6 False
29 2 30 False
30 0 31 True
27 3 31 True
18 4 31 True
8 6 31 True
30 0 15 True
30 0 23 True
0 6 31 True
7 1 7 False
7 1 15 False
7 1 23 False
15 1 7 False
15 1 15 False
15 1 23 False
23 1 7 False
23 1 15 False
23 1 23 False
31 1 7 False
27 1 15 False
27 1 23 False
27 7 5 False
24 3 15 False
24 3 23 False
8 7 30 False
18 5 30 False
30 1 14 False
30 1 30 False
19 6 30 False
27 6 6 False
30 2 30 False
31 3 22 True
29 0 31 True
28 2 31 True
17 4 31 True
16 6 31 True
11 4 31 True
10 6 31 True
8 5 31 True
3 4 31 True
2 6 31 True
29 0 23 True
29 0 15 True
0 5 31 True
0 7 23 True
0 7 7 True
0 7 15 True
26 3 15 False
26 3 23 False
3 5 30 False
11 5 30 False
17 5 30 False
29 1 14 False
29 1 30 False
2 7 30 False
10 7 30 False
16 7 30 False
24 7 6 False
28 3 30 False
25 3 15 False
25 3 23 False
9 7 30 False
19 5 30 False
31 1 14 False
18 7 30 False
31 0 23 True
31 0 31 True
31 3 30 True
19 4 31 True
18 6 31 True
9 6 31 True
1 6 31 True
31 0 15 True
29 2 31 True
28 1 31 True
17 6 31 True
16 5 31 True
11 6 31 True
10 5 31 True
9 5 31 True
3 6 31 True
2 5 31 True
1 7 15 True
1 5 31 True
1 7 23 True
1 7 7 True
30 2 23 True
27 3 15 False
27 3 23 False
3 7 30 False
11 7 30 False
17 7 30 False
29 3 30 False
19 7 30 False
27 7 6 False
30 3 30 False
0 7 31 True
30 1 23 True
8 7 31 True
18 5 31 True
19 6 31 True
30 2 31 True
30 1 31 True
24 6 7 False
28 2 23 False
31 2 23 True
29 1 31 True
28 3 31 True
20 4 20 True
17 5 31 True
16 7 31 True
11 5 31 True
10 7 31 True
3 5 31 True
2 7 31 True
26 6 7 False
31 1 23 True
26 7 7 True
31 1 31 True
31 2 31 True
19 5 31 True
18 7 31 True
9 7 31 True
1 7 31 True
28 1 15 False
28 1 23 False
25 6 7 False
29 2 23 False
28 4 28 True
29 3 31 True
17 7 31 True
11 7 31 True
3 7 31 True
30 3 23 True
26 4 28 True
25 7 7 True
30 4 28 True
30 3 31 True
20 6 20 True
19 7 31 True
30 1 15 False
27 6 7 False
31 3 23 True
29 4 28 True
28 6 28 True
27 4 28 True
20 5 20 True
26 6 28 True
29 1 15 False
29 1 23 False
24 7 7 False
28 3 23 False
31 4 28 True
30 6 28 True
31 3 31 True
31 1 15 False
29 6 28 True
28 5 28 True
27 6 28 True
28 4 22 True
26 4 22 True
26 4 14 True
26 5 28 True
29 3 23 False
21 4 20 False
27 7 7 False
24 6 12 False
24 6 20 False
31 6 28 True
30 5 28 True
30 4 22 True
20 7 20 True
25 4 14 True
25 4 22 True
4 4 30 False
26 6 12 False
26 6 20 False
25 6 22 True
25 7 12 True
25 7 20 True
25 6 14 True
26 7 28 True
30 6 22 True
20 4 21 True
31 4 22 True
31 5 28 True
30 7 28 True
29 5 28 True
28 7 28 True
27 5 28 True
29 4 22 True
28 6 22 True
27 4 22 True
26 6 22 True
26 6 14 True
26 7 12 True
26 7 20 True
31 4 30 True
21 6 20 False
25 6 12 False
25 6 20 False
6 4 30 False
12 4 30 False
20 4 30 False
24 4 14 False
24 4 22 False
24 4 30 False
21 5 20 False
5 4 30 False
27 6 12 False
27 6 20 False
4 6 30 False
14 4 30 False
22 4 30 False
26 4 30 False
28 4 30 False
29 7 28 True
27 7 28 True
29 6 22 True
28 5 22 True
27 6 22 True
26 5 22 True
26 5 14 True
31 6 22 True
31 7 28 True
30 5 22 True
31 6 30 True
20 6 21 True
25 5 14 True
25 5 22 True
24 7 12 False
24 7 20 False
7 4 30 False
13 4 30 False
21 4 30 False
25 4 30 False
6 6 30 False
12 6 30 False
20 6 30 False
24 6 14 False
24 6 22 False
24 6 30 False
30 4 30 False
4 5 30 False
5 6 30 False
15 4 30 False
23 4 30 False
27 4 14 False
27 4 30 False
29 4 30 False
14 6 30 False
22 6 30 False
26 6 30 False
